name,host_id,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
Boutique hotel in Chicago · ★4.80 · 1 bedroom · 2 beds · 1 private bath,176229376,Acme,f,"Chicago, Illinois, United States",Near North Side,2,$107.00,4.8
Home in Chicago · ★5.0 · 4 bedrooms · 5 beds · 3.5 baths,21980007,Paul,f,"Chicago, Illinois, United States",West Town,5,$688.00,5.0
Rental unit in Chicago · ★4.42 · 3 bedrooms · 3 beds · 1 bath,160794000,Erick,f,"Chicago, Illinois, United States",Portage Park,3,$92.00,4.42
Rental unit in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1 bath,177418403,Tina,f,"Chicago, Illinois, United States",Grand Boulevard,2,$165.00,4.76
Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,37607540,Kristine,f,"Chicago, Illinois, United States",Lake View,1,$180.00,4.96
Rental unit in Chicago · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,250400,Dan,t,"Chicago, Illinois, United States",South Lawndale,1,$57.00,4.76
Rental unit in Chicago · ★4.80 · 2 bedrooms · 2 beds · 1 bath,13005461,Nathan,f,"Chicago, Illinois, United States",Logan Square,2,$67.00,4.8
Rental unit in Chicago · ★4.89 · 2 bedrooms · 2 beds · 1 bath,44302938,Natalie,f,"Chicago, Illinois, United States",Bridgeport,2,$128.00,4.89
Rental unit in Chicago · ★4.60 · 2 bedrooms · 2 beds · 1 bath,178254690,Anthony Lawrence,f,"Chicago, Illinois, United States",Logan Square,2,$69.00,4.6
Guest suite in Chicago · ★4.71 · 2 bedrooms · 4 beds · 1 bath,145776020,Levi,t,"Chicago, Illinois, United States",West Ridge,4,$50.00,4.71
Guest suite in Chicago · ★4.56 · 2 bedrooms · 2 beds · 1 bath,168001814,Vanessa,f,"Chicago, Illinois, United States",East Garfield Park,2,$68.00,4.56
Rental unit in Chicago · ★4.81 · 4 bedrooms · 4 beds · 2 baths,17035591,Joshua,t,"Chicago, Illinois, United States",Lake View,4,$181.00,4.81
Guesthouse in Chicago · ★4.93 · Studio · 1 bed · 1 bath,168025923,Rob,t,"Chicago, Illinois, United States",Bridgeport,1,$65.00,4.93
Condo in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 bath,2010015,Martin,f,"Chicago, Illinois, United States",Avondale,1,$50.00,4.84
Rental unit in Chicago · ★4.94 · 3 bedrooms · 3 beds · 1 bath,179062204,Ivy,f,"Chicago, Illinois, United States",Irving Park,3,$106.00,4.94
Home in Chicago · ★4.69 · 3 bedrooms · 5 beds · 2.5 baths,30320286,Aqueel,t,"Chicago, Illinois, United States",North Center,5,$109.00,4.69
Condo in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,179134188,Ryan,t,"Chicago, Illinois, United States",Lake View,2,$190.00,5.0
Home in Chicago · 4 bedrooms · 3 beds · 1.5 baths,46116764,Wen,f,"Chicago, Illinois, United States",Mckinley Park,3,$151.00,0
Rental unit in Chicago · ★4.77 · 2 bedrooms · 2 beds · 1 bath,179367980,Wendy And Matt,t,"Chicago, Illinois, United States",Near North Side,2,$138.00,4.77
Rental unit in Chicago · ★4.52 · 1 bedroom · 1 bed · 1 bath,23612069,Tj,f,"Chicago, Illinois, United States",Lincoln Park,1,$42.00,4.52
Rental unit in Chicago · ★4.85 · 2 bedrooms · 2 beds · 1 bath,108716560,Judy,t,"Chicago, Illinois, United States",Irving Park,2,$98.00,4.85
Rental unit in Chicago · ★4.77 · 3 bedrooms · 3 beds · 2 baths,168800001,Mitesh,f,"Chicago, Illinois, United States",Irving Park,3,$128.00,4.77
Rental unit in Chicago · ★4.89 · 2 bedrooms · 2 beds · 1 bath,180029525,Carolina,f,"Chicago, Illinois, United States",Logan Square,2,$102.00,4.89
Home in Chicago · ★4.81 · 1 bedroom · 1 bed · 1.5 baths,8186262,April,t,"Chicago, Illinois, United States",Lower West Side,1,$48.00,4.81
Home in Chicago · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,110725131,Ronak,f,"Chicago, Illinois, United States",West Garfield Park,1,$35.00,4.59
Rental unit in Chicago · ★4.80 · 3 bedrooms · 4 beds · 2 baths,17035591,Joshua,t,"Chicago, United States",Lake View,4,$124.00,4.8
Home in Chicago · ★4.97 · 5 bedrooms · 8 beds · 3.5 baths,5402236,Casey,t,"Chicago, Illinois, United States",West Town,8,$532.00,4.97
Condo in Chicago · ★4.86 · 3 bedrooms · 4 beds · 2 baths,184986442,Yuyi,t,"Chicago, Illinois, United States",Bridgeport,4,$169.00,4.86
Rental unit in Chicago · ★4.57 · 2 bedrooms · 3 beds · 1 bath,154244784,Almetris,f,"Chicago, Illinois, United States",Austin,3,$117.00,4.57
Guesthouse in Chicago · ★4.95 · 1 bedroom · 1 bed · 3 shared baths,185387095,Heidi,t,"Chicago, Illinois, United States",Armour Square,1,$69.00,4.95
Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,67794898,Isaac,t,"Chicago, Illinois, United States",West Town,1,$107.00,4.87
Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,113733847,Cody,f,"Chicago, Illinois, United States",Woodlawn,2,$111.00,5.0
Rental unit in Chicago · ★4.96 · Studio · 1 bed · 1 bath,181195158,Wendy,t,"Chicago, Illinois, United States",Logan Square,1,$120.00,4.96
Condo in Chicago · ★4.42 · 1 bedroom · 1 bed · 2 shared baths,60390549,Zhi,f,"Chicago, Illinois, United States",Armour Square,1,$69.00,4.42
Rental unit in Chicago · ★4.91 · 1 bedroom · 2 beds · 1 bath,147218562,RAL Properties,f,"Chicago, Illinois, United States",Grand Boulevard,2,$118.00,4.91
Rental unit in Chicago · ★4.58 · 2 bedrooms · 3 beds · 1.5 baths,69292837,Roenita,f,"Chicago, Illinois, United States",Calumet Heights,3,$300.00,4.58
Rental unit in Chicago · ★4.83 · 2 bedrooms · 2 beds · 1 bath,28000697,David,t,"Chicago, Illinois, United States",Avondale,2,$87.00,4.83
Townhouse in Chicago · ★4.95 · 4 bedrooms · 6 beds · 3.5 baths,31113244,Cary,f,"Chicago, Illinois, United States",West Town,6,$844.00,4.95
Rental unit in Chicago · ★4.89 · 2 bedrooms · 3 beds · 1 bath,182510288,Michael,f,"Chicago, Illinois, United States",West Town,3,$169.00,4.89
Boutique hotel in Chicago · ★4.73 · 1 bedroom · 1 bed · 1 private bath,176229376,Acme,f,"Chicago, Illinois, United States",Near North Side,1,$99.00,4.73
Townhouse in Chicago  · ★4.72 · 1 bedroom · 1 bed · 3 shared baths,185387095,Heidi,t,"Chicago , Illinois, United States",Armour Square,1,$59.00,4.72
Condo in Chicago · ★4.94 · 3 bedrooms · 3 beds · 2 baths,182780903,Lilian,t,"Chicago, Illinois, United States",Rogers Park,3,$195.00,4.94
Rental unit in Chicago · ★4.73 · 1 bedroom · 3 beds · 1 bath,65767899,Tara,t,"Chicago, Illinois, United States",Uptown,3,$92.00,4.73
Condo in Chicago · ★4.91 · 3 bedrooms · 3 beds · 2 baths,182780903,Lilian,t,"Chicago, Illinois, United States",Rogers Park,3,$238.00,4.91
Bungalow in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 private bath,184666233,Andrew,f,"Chicago, Illinois, United States",North Park,1,$75.00,4.98
Condo in Chicago · ★4.98 · 2 bedrooms · 2 beds · 1 bath,67325807,Dan,t,"Chicago, Illinois, United States",Lincoln Square,2,$110.00,4.98
Bungalow in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,184666233,Andrew,f,"Chicago, Illinois, United States",North Park,1,$45.00,5.0
Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,186651707,Nancy,t,"Chicago, Illinois, United States",Lincoln Park,2,$325.00,5.0
Rental unit in Chicago · ★4.71 · 1 bedroom · 1 bed · 1 bath,38820540,Anthony,f,"Chicago, Illinois, United States",Logan Square,1,$61.00,4.71
Home in Chicago · ★4.74 · 4 bedrooms · 7 beds · 3 baths,1563274,Chris,t,"Chicago, Illinois, United States",West Town,7,$256.00,4.74
Guesthouse in Chicago · ★4.88 · 2 bedrooms · 5 beds · 1.5 baths,106285271,Jordan,t,"Chicago, Illinois, United States",Humboldt Park,5,$161.00,4.88
Rental unit in Chicago · ★4.79 · 3 bedrooms · 3 beds · 1 bath,21298900,Le'Dia,t,"Chicago, Illinois, United States",East Garfield Park,3,$121.00,4.79
Guest suite in Chicago · ★4.96 · 1 bedroom · 2 beds · 1 bath,25894549,Laurel,f,"Chicago, Illinois, United States",Bridgeport,2,$117.00,4.96
Condo in Chicago · ★4.90 · 3 bedrooms · 3 beds · 1 bath,441033306,GrandAbode,t,"Chicago, Illinois, United States",West Town,3,$174.00,4.9
Farm stay in Chicago · ★4.76 · 1 bedroom · 1 bed · 1.5 shared baths,137406103,David,t,"Chicago, Illinois, United States",Austin,1,$30.00,4.76
Rental unit in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 bath,113257336,Beth,t,"Chicago, Illinois, United States",Lincoln Park,1,$168.00,4.99
Rental unit in Chicago · ★4.96 · 2 bedrooms · 2 beds · 1 bath,114879718,Cynthia,f,"Chicago, Illinois, United States",Lower West Side,2,$200.00,4.96
Rental unit in Chicago · ★4.80 · 2 bedrooms · 3 beds · 1 bath,44265896,Rachel,f,"Chicago, Illinois, United States",West Town,3,$87.00,4.8
Home in Chicago · ★4.98 · 2 bedrooms · 2 beds · 1 bath,77144943,Shawn,t,"Chicago, Illinois, United States",Portage Park,2,$100.00,4.98
Rental unit in Chicago · ★4.96 · 1 bedroom · 2 beds · 1 bath,170810755,Dennis,t,"Chicago, Illinois, United States",North Center,2,$81.00,4.96
Bungalow in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,184666233,Andrew,f,"Chicago, Illinois, United States",North Park,1,$45.00,4.99
Home in Chicago · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,137406103,David,t,"Chicago, Illinois, United States",Austin,1,$30.00,4.91
Condo in Chicago · ★4.67 · 2 bedrooms · 2 beds · 1 bath,2010015,Martin,f,"Chicago, Illinois, United States",Avondale,2,$65.00,4.67
Condo in Chicago · ★4.66 · 2 bedrooms · 2 beds · 1 bath,2010015,Martin,f,"Chicago, Illinois, United States",Avondale,2,$60.00,4.66
Rental unit in Chicago · ★4.93 · 3 bedrooms · 3 beds · 2 baths,79165192,Libby,t,"Chicago, Illinois, United States",Logan Square,3,$161.00,4.93
Rental unit in Chicago · ★4.96 · 2 bedrooms · 2 beds · 2 baths,26856206,Kristin,t,"Chicago, Illinois, United States",Logan Square,2,$151.00,4.96
Home in Chicago · ★4.87 · 4 bedrooms · 4 beds · 4.5 baths,88362771,Andy,f,"Chicago, Illinois, United States",Logan Square,4,$400.00,4.87
Rental unit in Chicago · ★4.80 · 3 bedrooms · 3 beds · 1 bath,90362666,Angelika & Zibi,f,"Chicago, Illinois, United States",Jefferson Park,3,$98.00,4.8
Rental unit in Chicago · ★4.76 · 3 bedrooms · 3 beds · 1 bath,90362666,Angelika & Zibi,f,"Chicago, Illinois, United States",Jefferson Park,3,$96.00,4.76
Rental unit in Chicago · ★4.92 · 3 bedrooms · 4 beds · 1 bath,188216209,Todd,f,"Chicago, Illinois, United States",Lake View,4,"$99,998.00",4.92
Rental unit in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,63669566,Joshua,t,"Chicago, Illinois, United States",Logan Square,1,$45.00,4.99
Rental unit in Chicago · ★4.70 · 2 bedrooms · 2 beds · 1 bath,154502192,Neil,f,"Chicago, Illinois, United States",Logan Square,2,$108.00,4.7
Rental unit in Chicago · ★4.73 · 2 bedrooms · 2 beds · 1 bath,8032665,Scott And Mindy,f,"Chicago, Illinois, United States",North Center,2,$135.00,4.73
Rental unit in Chicago · ★4.95 · 2 bedrooms · 2 beds · 1 bath,119863033,Jeanette,t,"Chicago, Illinois, United States",West Town,2,$99.00,4.95
Home in Chicago · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,2141536,Asif & Karyn,t,"Chicago, Illinois, United States",Logan Square,1,$109.00,4.91
Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 bath,192671734,Hasan,f,"Chicago, Illinois, United States",South Shore,2,$143.00,4.88
Condo in Chicago · ★4.79 · 3 bedrooms · 3 beds · 2 baths,28777472,Mitesh,f,"Chicago, Illinois, United States",Irving Park,3,$102.00,4.79
Rental unit in Chicago · ★4.74 · 2 bedrooms · 2 beds · 1 bath,4908881,Bazyli Irena Martin,f,"Chicago, Illinois, United States",Logan Square,2,$92.00,4.74
Condo in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1.5 baths,184698366,Coast To Cactus,t,"Chicago, Illinois, United States",Near West Side,2,$246.00,4.76
Rental unit in Chicago · ★4.98 · 4 bedrooms · 4 beds · 1.5 baths,36549783,Jeffrey,t,"Chicago, Illinois, United States",Irving Park,4,$102.00,4.98
Guest suite in Chicago · ★4.95 · 1 bedroom · 2 beds · 1 bath,54251941,Giedre,t,"Chicago, Illinois, United States",Bridgeport,2,$90.00,4.95
Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,193285418,Amelia,f,"Chicago, Illinois, United States",Near West Side,2,$102.00,4.81
Condo in Chicago · ★4.94 · 5 bedrooms · 7 beds · 2.5 baths,193316326,Sameer,t,"Chicago, Illinois, United States",West Town,7,"$1,057.00",4.94
Rental unit in Chicago · ★4.67 · 1 bedroom · 2 beds · 1 bath,349230569,Shaun,t,"Chicago, Illinois, United States",Jefferson Park,2,$66.00,4.67
Condo in Chicago · 2 bedrooms · 3 beds · 2 baths,9851063,Jason,f,"Chicago, Illinois, United States",Near West Side,3,$105.00,4.0
Bungalow in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 private bath,151427928,William & Naudra L.,f,"Chicago, Illinois, United States",South Chicago,1,$69.00,5.0
Condo in Chicago · ★4.68 · 2 bedrooms · 3 beds · 1 bath,1649647,Bianca,f,"Chicago, Illinois, United States",West Town,3,$114.00,4.68
Rental unit in Chicago · ★4.96 · 3 bedrooms · 5 beds · 2.5 baths,186121450,Brian & Gloriann,t,"Chicago, Illinois, United States",Near West Side,5,$499.00,4.96
Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 2 baths,46299046,Kath,t,"Chicago, Illinois, United States",Logan Square,2,$152.00,4.94
Condo in Chicago · ★4.76 · 2 bedrooms · 2 beds · 2 baths,70563442,Maximos,f,"Chicago, Illinois, United States",West Town,2,$122.00,4.76
Rental unit in Chicago · ★4.78 · 3 bedrooms · 3 beds · 3 baths,57327044,Latrice,f,"Chicago, Illinois, United States",Woodlawn,3,$155.00,4.78
Rental unit in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,50610697,Keri Terrell,f,"Chicago, Illinois, United States",Near West Side,1,$68.00,4.83
Condo in Chicago · ★4.99 · 1 bedroom · 2 beds · 1 bath,9973466,Min,t,"Chicago, Illinois, United States",Lake View,2,$81.00,4.99
Rental unit in Chicago · ★4.93 · 3 bedrooms · 3 beds · 2 baths,192743804,Fenton,t,"Chicago, Illinois, United States",Uptown,3,$95.00,4.93
Condo in Chicago · ★4.66 · 2 bedrooms · 2 beds · 1 bath,42518018,M J,f,"Chicago, Illinois, United States",Lake View,2,$179.00,4.66
Rental unit in Chicago · ★4.88 · Studio · 1 bed · 1 bath,33278570,Catherine,t,"Chicago, Illinois, United States",Avondale,1,$76.00,4.88
Rental unit in Chicago · ★4.90 · 2 bedrooms · 4 beds · 1 bath,194299805,Shaun,t,"Chicago, Illinois, United States",Avondale,4,$90.00,4.9
Rental unit in Chicago · ★5.0 · 2 bedrooms · 3 beds · 1 bath,102651174,Kelly,f,"Chicago, Illinois, United States",East Garfield Park,3,$136.00,5.0
Home in Chicago · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,36549783,Jeffrey,t,"Chicago, Illinois, United States",Irving Park,1,$60.00,4.93
Loft in Chicago · ★4.85 · 1 bedroom · 1 bed · 1 private bath,51767459,Eva,t,"Chicago, Illinois, United States",Albany Park,1,$71.00,4.85
Townhouse in Chicago · ★4.62 · 2 bedrooms · 3 beds · 1 bath,77183388,Al & Mary,f,"Chicago, Illinois, United States",Logan Square,3,$138.00,4.62
Rental unit in Chicago · ★4.67 · 1 bedroom · 2 beds · 1 bath,4023561,Christopher,f,"Chicago, Illinois, United States",Avondale,2,$58.00,4.67
Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,36760167,Robert,t,"Chicago, Illinois, United States",Near West Side,2,$107.00,4.81
Home in Chicago · ★4.98 · 2 bedrooms · 2 beds · 2 baths,2471877,Michael,t,"Chicago, Illinois, United States",Lake View,2,$278.00,4.98
Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,174206662,MaTennessee,f,"Chicago, Illinois, United States",West Ridge,1,$36.00,5.0
Rental unit in Chicago · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,36549783,Jeffrey,t,"Chicago, Illinois, United States",Irving Park,1,$52.00,4.73
Rental unit in Chicago · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,36549783,Jeffrey,t,"Chicago, Illinois, United States",Irving Park,1,$45.00,4.86
Rental unit in Chicago · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,36549783,Jeffrey,t,"Chicago, Illinois, United States",Irving Park,1,$52.00,4.91
Rental unit in Chicago · ★4.92 · 1 bedroom · 2 beds · 1 bath,188753899,Jeffrey,t,"Chicago, Illinois, United States",West Town,2,$85.00,4.92
Rental unit in Chicago · ★4.95 · 3 bedrooms · 3 beds · 1 bath,2069798,Afsha,t,"Chicago, Illinois, United States",Irving Park,3,$164.00,4.95
Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 2 baths,19645168,Brandon,f,"Chicago, Illinois, United States",Lake View,3,$166.00,4.88
Home in Chicago · ★5.0 · 4 bedrooms · 2 beds · 1 bath,31669178,Donna,t,"Chicago, Illinois, United States",Hegewisch,2,$175.00,5.0
Condo in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1 bath,190203925,Bo,f,"Chicago, Illinois, United States",West Town,2,$63.00,4.76
Rental unit in Chicago · ★4.99 · 3 bedrooms · 3 beds · 1 bath,130502086,Yolanda,t,"Chicago, Illinois, United States",Hermosa,3,$199.00,4.99
Guest suite in Chicago · ★4.90 · 1 bedroom · 2 beds · 1 bath,190349436,Helen,t,"Chicago, Illinois, United States",Douglas,2,$82.00,4.9
Rental unit in Chicago · ★4.99 · 2 bedrooms · 2 beds · 1 bath,145239744,Mando,t,"Chicago, Illinois, United States",West Town,2,$150.00,4.99
Rental unit in Chicago · ★4.68 · 2 bedrooms · 3 beds · 1 bath,44265896,Rachel,f,"Chicago, Illinois, United States",West Town,3,$84.00,4.68
Condo in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,2010015,Martin,f,"Chicago, Illinois, United States",Avondale,2,$55.00,4.79
Home in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,195015117,Brenda,t,"Chicago, Illinois, United States",Lake View,3,$318.00,5.0
Home in Chicago · ★4.83 · 4 bedrooms · 8 beds · 4 baths,41862889,Alexandra,f,"Chicago, Illinois, United States",Near North Side,8,$309.00,4.83
Home in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1 bath,191156752,John,t,"Chicago, Illinois, United States",West Town,3,$84.00,5.0
Rental unit in Chicago · ★4.49 · 2 bedrooms · 2 beds · 2 baths,47172572,Zencity,f,"Chicago, Illinois, United States",Hyde Park,2,$64.00,4.49
Rental unit in Chicago · ★4.62 · 1 bedroom · 1 bed · 1 bath,47172572,Zencity,f,"Chicago, Illinois, United States",Hyde Park,1,$65.00,4.62
Condo in Chicago · ★4.79 · 2 bedrooms · 3 beds · 1 bath,151133847,Candace,f,"Chicago, Illinois, United States",West Town,3,$113.00,4.79
Home in Chicago · ★4.99 · 3 bedrooms · 3 beds · 2.5 baths,26535257,Leigh,t,"Chicago, Illinois, United States",Lake View,3,$649.00,4.99
Townhouse in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,41939676,Delores,f,"Chicago, Illinois, United States",Oakland,1,$30.00,4.91
Condo in Chicago · ★4.90 · 2 bedrooms · 2 beds · 1 bath,17657217,Susan,t,"Chicago, Illinois, United States",Avondale,2,$149.00,4.9
Townhouse in Chicago · ★4.69 · 4 bedrooms · 8 beds · 2.5 baths,141061318,Desired Properties,f,"Chicago, Illinois, United States",Woodlawn,8,$529.00,4.69
Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,188795199,Keith,t,"Chicago, Illinois, United States",Logan Square,1,$154.00,4.96
Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 bath,17847673,Patrick,t,"Chicago, Illinois, United States",Avondale,2,$73.00,4.88
Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,97988031,Lisa,t,"Chicago, Illinois, United States",Kenwood,2,$185.00,5.0
Condo in Chicago · ★4.85 · 2 bedrooms · 4 beds · 1 bath,178710732,Annie,t,"Chicago, Illinois, United States",Armour Square,4,$156.00,4.85
